descricao_1,ean_1,titulo_1,url_1,titulo_cb_1,loja_1,descricao_2,ean_2,titulo_2,url_2,titulo_cb_2,loja_2,match
"- Motivos que Fazem valer a pena Capacidade total para 121 litros Prateleiras deslizantes e removíveis Congelador com capacidade para 13 litros Gaveta para frutas e verduras 7 níveis de temperatura- Detalhes do produto Controle de temperatura ajustável de 0 a 10 Classificação 3 estrelas no congelador Maior Capacidade e melhor aproveitamento de espaço Compacto e econômico Pés frontais ajustáveis Luz interna Sistema de refrigeração por compresso Livre de cfc (ecologicamente correto e não agride o meio ambiente) Tipo de Degelo Manual Gás refrigerante R600a- Sobre o Produto Desfrute da frescura de seus alimentos e armazene-os de maneira prática e confortável no seu Frigobar Vintage Philco, o protagonista da sua cozinha. O sistema de degelo Manual é um dos mais simples. Consiste em desligar o equipamento, deixando a porta aberta para que o gelo derreta, e logo você possa utilizar novamente sem problemas e manter a qualidade e frio necessários para os produtos e os alimentos. Os 7 níveis de temperatura irão ajudar a conservação de acordo com as suas necessidades e preferências. Toda vez que você abre a porta, o ar quente entra, portanto, com controle da temperatura, você poderá controlar os graus para que os seus produtos fiquem sempre frescos. Graças à sua eficiência energética a, você vai economizar no seu lar e aproveitará ao máximo seu rendimento, pois possui uma economia de 45% no consumo. A organização das 2 prateleiras oferece a você uma grande economia do espaço e fácil localização dos seus produtos.- Dimensões e Peso Altura: 100 cm Largura: 61 cm Profundidade: 64 cm 32,500 kg- Conteúdo da Embalagem 01 Frigobar PFG120 Vintage Capacidade 121 Litros Philco Manual de instruções- Garantia 12 meses",7891356070969,Frigobar Vintage Vermelho Philco 121 Litros 7 Temperaturas,https://www.americanas.com.br/produto/4331753656,frigobar vintage vermelho philco 121 litros 7 temperaturas,americanas,"Refrigerador Midea French Door Inverter Quattro 482 Litros Inox MD-RF556 – 127 VoltsO novo Refrigerador Midea French Door Inverter Quattro 482 Litros Inox MD-RF556 possui exclusivo motor Inverter Quattro, que traz economia de energia, alimentos mais frescos, baixo ruído e resfriamento rápido. Ele conta com duas unidades evaporadoras que previne misturar cheiros do refrigerador e do freezer e mantém a temperatura balanceada, assim seu refrigerador e freezer ficam sem odor e a comida sempre fresca. Com cobertura metálica no interior do refrigerador, que proporciona recuperação da temperatura ideal mais rapidamente, preservando os alimentos, não vai faltar tecnologia na sua cozinha. Além disso, possui filtro de carvão com camada de platina, o Platinum Fresh, que remove os odores desagradáveis do refrigerador, mantendo um ambiente fresco e saudável. Ele conta com um Maxi freezer de 136L com 6 gavetas, garantindo máxima organização dos alimentos e gaveta flex box com controle de temperatura, ideal para bebidas e lacticínios. Moderno com iluminação em Led no refrigerador e Painel Touch, o Frech Door Midea é ideal para você e sua família. Inverter Quattro: Baixo consumo de energia, alimentos mais frescos, baixo ruído e resfriamento rápido. Dual Cooling System: Previne misturar cheiros do refrigerador e do freezer e mantém a temperatura balanceada - seu refrigerador e freezer sem odor e comida sempre fresca. Platinum Fresh: Tecnologia que utiliza um filtro de platina para eliminar os odores do refrigerador, mantendo o ambiente fresco e saudável. Super econômico. Maxi Freezer: Com capacidade de 136L. Gaveta com controle de umidade e 6 gavetas para melhor organização. Gaveta horti-fruti. Painel eletrônico externo: Com funções Super Cool, Super Freezer e Auto, além de controles independentes para o freezer e o refrigerador. Frost free: Sem preocupação com o degelo. é automático! Iluminação em LED tanto para o Refrigerador como para o Freezer. Metal Cooling: Cobertura metálica no interior do refrigerador, que proporciona a recuperação da temperatura ideal mais rapidamente, preservando os alimentos. Painel Touch: Facilita o manuseio do refrigerador, tendo acesso a todas as funções do produto externamente. Trava de segurança para crianças.",7908198000853,Refrigerador Midea French Door Inverter Quattro 482 Litros Inox MD-RF556 – 127 Volts,https://www.americanas.com.br/produto/2487660026,refrigerador midea french door inverter quattro 482 litros inox md-rf556 – 127 volts,americanas,0
Bom serviço ,6939599516774,"HOLPPO Mini geladeira clássica branca 13 l radiador portátil compacto com isolamento térmico para quarto, escritório, dormitório, carro (110 – 240 V/12 V)",https://www.amazon.com.br/HOLPPO-geladeira-isolamento-escrit%C3%B3rio-dormit%C3%B3rio/dp/B09CTDHVJ4,"holppo mini geladeira clássica branca 13 l radiador portátil compacto com isolamento térmico para quarto, escritório, dormitório, carro (110 – 240 v/12 v)",amazon,"O novo refrigerador multidoor 4 portas Midea possui exclusivo motor Inverter Quattro, que traz economia de energia, alimentos mais frescos, baixo ruído e resfriamento rápido. Ele conta com duas unidades evaporadoras que previne misturar cheiros do refrigerador e do freezer e mantém a temperatura balanceada, assim seu refrigerador e freezer ficam sem odor e a comida sempre fresca. Além disso, possui filtro de carvão com camada de platina, o Platinum Fresh, que remove os odores desagradáveis do refrigerador, mantendo um ambiente fresco e saudável. O refrigerador multidoor Midea conta com um Maxi freezer de 136L com 6 gavetas, garantindo máxima organização dos alimentos e gaveta flex box com controle de temperatura, ideal para bebidas e lacticínios. Moderno com iluminação em Led no freezer e no refrigerador e painel touch, o multidoor Midea é ideal para você e sua família.temporariamente não estamos faturando para cnpj, desculpe O transtorno. Em breve retornaremos.",7908198000853,Refrigerador French Door Inverter Quattro 482L Midea,https://www.americanas.com.br/produto/2507227327,refrigerador french door inverter quattro 482l midea,americanas,0
"Com refrigerador Frost Free duplex da Brastemp sua cozinha ganhará um toque mais que especial! Com capacidade de Side by Side traz o maior freezer da categoria, Inverse, tem capacidade de 573L, com iluminação de Led, Smart bar e novos compartimentos para completar essa geladeira, que além de armazenar os alimentos e bebidas com toda segurança e qualidade garantirá praticidade no seu dia a dia. Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades. Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor. Imagens meramente Ilustrativas. Não nos responsabilizamos pela montagem/instalação dos produtos.",7891129206205,Refrigerador Brastemp Ative Inverse Maxi BRE80 573 Litros Iluminação LED Branco 110,https://www.americanas.com.br/produto/111574111,refrigerador brastemp ative inverse maxi bre80 573 litros iluminação led branco 110,americanas,"O Freezer Horizontal CHB53 com 534 litros possui controle eletrônico, para você programar a temperatura facilmente e escolher entre os modos freezer ou refrigerador. É prático e econômico, pois possui classificação energética A",7891129254152,Freezer Horizontal Consul 2 portas 534L - CHB53EB 220V,https://www.amazon.com.br/Freezer-Horizontal-Consul-portas-534L/dp/B0778W6G33,freezer horizontal consul 2 portas 534l - chb53eb 220v,amazon,0
"Esta geladeira/freezer portátil Whynter Dual Zone oferece qualidade premium e design inovador para suas necessidades congeladas/refrigeradas. Com duas zonas de temperatura controladas separadamente, você pode definir uma zona como um freezer e outra como uma geladeira ou a qualquer temperatura para seus requisitos específicos. Tudo o que você precisa é uma tomada doméstica padrão de 110 V ou uma fonte de alimentação de 12 volts, como uma bateria automotiva. As luzes LED internas também permitem acesso mais fácil e conveniente em condições de pouca luz.",0852749006597,"Whynter FM-901DZ Rodas opcionais de geladeira portátil de zona dupla de 90 litros, AC 110 V/DC 12 V True Freezer para carro, casa, acampamento, trailer - 13 °C a 10 °C, tamanho único, cinza",https://www.amazon.com.br/Whynter-FM-901DZ-opcionais-geladeira-acampamento/dp/B076S52ZG2,"whynter fm-901dz rodas opcionais de geladeira portátil de zona dupla de 90 litros, ac 110 v/dc 12 v true freezer para carro, casa, acampamento, trailer - 13 °c a 10 °c, tamanho único, cinza",amazon,"Refrigerador Midea French Door Inverter Quattro 482 Litros Inox MD-RF556 – 220 Volts O novo Refrigerador Midea French Door Inverter Quattro 482 Litros Inox MD-RF556 possui exclusivo motor Inverter Quattro, que traz economia de energia, alimentos mais frescos, baixo ruído e resfriamento rápido. Ele conta com duas unidades evaporadoras que previne misturar cheiros do refrigerador e do freezer e mantém a temperatura balanceada, assim seu refrigerador e freezer ficam sem odor e a comida sempre fresca. Com cobertura metálica no interior do refrigerador, que proporciona recuperação da temperatura ideal mais rapidamente, preservando os alimentos, não vai faltar tecnologia na sua cozinha. Além disso, possui filtro de carvão com camada de platina, o Platinum Fresh, que remove os odores desagradáveis do refrigerador, mantendo um ambiente fresco e saudável. Ele conta com um Maxi freezer de 136L com 6 gavetas, garantindo máxima organização dos alimentos e gaveta flex box com controle de temperatura, ideal para bebidas e lacticínios. Moderno com iluminação em Led no refrigerador e Painel Touch, o Frech Door Midea é ideal para você e sua família. Inverter Quattro: Baixo consumo de energia, alimentos mais frescos, baixo ruído e resfriamento rápido. Dual Cooling System: Previne misturar cheiros do refrigerador e do freezer e mantém a temperatura balanceada - seu refrigerador e freezer sem odor e comida sempre fresca. Platinum Fresh: Tecnologia que utiliza um filtro de platina para eliminar os odores do refrigerador, mantendo o ambiente fresco e saudável. Super econômico. Maxi Freezer: Com capacidade de 136L. Gaveta com controle de umidade e 6 gavetas para melhor organização. Gaveta horti-fruti. Painel eletrônico externo: Com funções Super Cool, Super Freezer e Auto, além de controles independentes para o freezer e o refrigerador. Frost free: Sem preocupação com o degelo. é automático! Iluminação em LED tanto para o Refrigerador como para o Freezer. Metal Cooling: Cobertura metálica no interior do refrigerador, que proporciona a recuperação da temperatura ideal mais rapidamente, preservando os alimentos. Painel Touch: Facilita o manuseio do refrigerador, tendo acesso a todas as funções do produto externamente. Trava de segurança para crianças.",7908198000846,Refrigerador Midea French Door Inverter Quattro 482 Litros Inox MD-RF556 – 220 Volts,https://www.americanas.com.br/produto/2487660261,refrigerador midea french door inverter quattro 482 litros inox md-rf556 – 220 volts,americanas,0
"Frigobar Vermelho Philco 121L Vintage O Frigobar PFG120 Vintage Capacidade 121 Litros Philco tem design vintage, unindo em um único produto, elegância e praticidade! Tem grande amplitude de armazenamento para bebidas e alimentos, são 121 litros de capacidade total, destes, 13 litros são exclusivamente para o congelador. Suas bebidas e alimentos vão ficar bem conservados, pois possui controle de temperatura com 7 opções de ajuste, assim você pode escolher de acordo com a sua necessidade, além de ter compartimento para latas e garrafas, garantindo maior praticidade e organização. Também é livre de cfc, ou seja, é ecologicamente correto e não agride o meio ambiente. Ainda tem menor consumo de energia. check Design Vintage Elegante e prático. check Capacidade total para 121 litros Grande capacidade de armazenamento de bebidas e alimentos. check Congelador com capacidade para 13 litros Mais espaço para armazenar produtos congelados. check Compartimento para latas e garrafas Maior praticidade e organização. check Sistema de refrigeração com compressor Maior capacidade de refrigeração. check Controle de temperatura com 07 opções Permite escolher a temperatura de acordo com o necessário. check Permite escolher a temperatura de acordo com o necessário. check Maior Capacidade e melhor aproveitamento de espaço. check Compacto e econômico. check Capacidade total para 121 litros. check Congelador com capacidade para 13 litros. check Gaveta para frutas e verduras. check Controle de temperatura ajustável. check Pés frontais ajustáveis. check Prateleiras deslizantes e removíveis. check Luz interna. check Sistema de refrigeração por compressor. check Livre de cfc. check Tipo de Degelo Manual. check Classificação 3 estrelas no congelador. check Gás refrigerante R600a. check Eficiência energética A",7891356070969,Frigobar Vermelho Philco 121L Vintage 110V - PFG120,https://www.americanas.com.br/produto/34681485,frigobar vermelho philco 121l vintage 110v - pfg120,americanas,"Refrigerador Ion Generation Inverse Inox Gorenje 220v Características: - Acabamento em aço inox - Display led - Alarme sonoro para porta aberta - Sinal sonoro e luminoso para temperatura elevada no refrigerador - Gaveta de legumes grande com ajuste de umidade - Sistema inteligente de memorização de resfriamento NoFrost Plus - Refrigeração rápida - Congelamento rápido - Programa de economia de energia - 4 Prateleiras de vidro - Suporte para garrafas - Prateleira na porta com fixador de garrafas - Zero zone - Gaveta SpaceBox xxl - Congelamento muito intenso na gaveta superior do freezer 3 gavetas Especificações Técnicas: - Marca: Gorenje - Voltagem: 220V - Referência: NRK6192UX - Modelo: 2 Portas Duplex - Instalação: livre ou embuido (necessário vão de 5cm na parte superior) - Material da porta: inox - Classe climática: t - Recipiente para ovo/gelo: 1 x 7 - Nível de ruído: 45 dB(A) - Volume total/líquido: 329 / 307 l - Capacidade do refrigerador (bruto/líquido): 231 / 222 l - Capacidade do freezer (bruto/líquido): 98 / 85 l - Capacidade de congelamento: 7 kg/24h - Autonomia em caso de falta de energia: 18 h - Prateleiras com altura regulável na porta: 2 - Potência nominal: 120w - Dimensões da Embalagem (AxLxP): 191cm x 75cm x 64cm - Dimensões do Produto (AxLxP): 185cm x 64cm x 60cm - Peso Líquido (Kg): 68 - Peso Bruto (Kg): 74,5 - Garantia: 12 Meses",3838942107108,Refrigerador Ion Generation Inverse Inox Gorenje 220v,https://www.americanas.com.br/produto/1668259151,refrigerador ion generation inverse inox gorenje 220v,americanas,0
"A Cervejeira Consul smartbeer é a primeira Cervejeira Conectada do mercado.* Com o exclusivo aplicativo smartbeer, controle o estoque e a temperatura de qualquer lugar pelo seu Smartphone. Além disso, receba notificações em Push que te avisam quando a cerveja está acabando. Garanta sua cerveja gelada mesmo com o abre e fecha da porta utilizando a função Happy Hour. Com capacidade para 75 latas e 5 níveis de temperatura, sua única tarefa vai ser reunir os amigos! *Conectada a um aplicativo com controle de estoque.",7891129265622,Cervejeira Consul smartbeer Carbono - CZE12AE 220V,https://www.amazon.com.br/Cervejeira-Consul-smartbeer_-Carbono-CZE12AE/dp/B07CGH68RX,cervejeira consul smartbeer carbono - cze12ae 220v,amazon,"geladeira instaview craft ice uvano side by side 598L, inverter, thinq, aço escovado 220V GCX257CSH1 ***InstaView Door-in-Door A exclusiva tecnologia InstaView Door-in-Door da LG proporciona facilidade de acesso aos principais itens da sua geladeira. Bastam 2 toques na tela para ver seus itens e escolhê-los antes de abrir a porta. Com isso, você minimiza a perda de ar frio e evita a troca de calor com o ambiente. O resultado é uma menor sobrecarga do compressor e, consequentemente, maior economia de energia. ***Craft Ice Bem-vindo à nova tendência em drinks. Com a exclusiva máquina Craft Ice você faz gelos em esfera, que demoram a derreter e entregam mais sabor aos seus drinks. Toda sofisticação de um bar no conforto da sua casa. ***Compressor Linear Inverter Diferentemente dos compressores tradicionais, que ligam e desligam durante o funcionamento, o compressor Linear Inverter trabalha com velocidade variável. Isso garante melhor consumo de energia e maior conservação dos seus alimentos. O resultado é um produto muito mais silencioso e que economiza na conta de luz. ***Bocal UVnano A exclusiva tecnologia UVnano usa uma lâmpada ultravioleta no bocal da saída de água, que elimina até 99,99% das impurezas. Com isso, você tem garantia de água pura e saúde para sua família ***Filtro HygieneFresh Ninguém gosta de abrir a porta da geladeira e sentir um odor desagradável. Pensando nisso, a LG desenvolveu o HygieneFresh +, um filtro de 5 camadas com LEDs uv que elimina 99,999% das bactérias, mantendo seus alimentos frescos e seu refrigerador livre de odores. ***Resfriamento Rápido (DoorCooling) Chega de se preocupar com o abre e fecha da geladeira. Através de duas saídas de ar estrategicamente posicionadas próximas à parte superior das portas, o resfriamento da geladeira e do freezer acontece até 35% mais rápido, mantendo seus alimentos mais conservados, inclusive aqueles localizados na porta. ***Temperatura Estável (LinearCooling) O principal fator para a conservação dos seus alimentos é a estabilidade de temperatura. Enquanto geladeiras convencionais trabalham com uma variação de até 4ºC ( + ou – 2ºC) na temperatura interna, as geladeiras LG reduzem essa variação para apenas + ou - 0,5ºC. Com isso, seus alimentos tem uma melhor conservação e mantém o sabor por muito mais tempo. ***Conectividade Wi-Fi com LG ThinQ Seu dia a dia vai ficar muito mais fácil com o app LG ThinQ. Agora, de qualquer lugar, você monitora o funcionamento da sua geladeira. Altere a temperatura do refrigerador, do freezer e até receba alertas caso esqueça a porta aberta ***Água e Gelo na porta Complemente a experiência premium do seu produto com a conveniência de água filtrada e gelo (em cubos ou triturado) direto na porta",8806091501875,"Geladeira Instaview Craft Ice Uvano Side By Side 598l, Inverter, Thinq, Aço Escovado 220v Gcx257csh1",https://www.americanas.com.br/produto/5167835093,"geladeira instaview craft ice uvano side by side 598l, inverter, thinq, aço escovado 220v gcx257csh1",americanas,0
"A geladeira Electrolux Frost free TF56 desenvolvida para atender às suas necessidades diárias e trazer muito conforto para você. Essa geladeira Frost free possui o maior freezer do segmento com 128 litros e 474 litros de capacidade o que significa amplo espaço interno para você armazenar tudo o que desejar. Dessa maneira, a conservação dos seus itens será mantida na temperatura ideal, garantindo receitas e pratos mais saudáveis e saborosos. A gaveta hortifruti da geladeira Electrolux TF56 foi projetada para armazenar todas as frutas e legumes de maneira perfeita, preservando suas características naturais por muito mais tempo. Características: 2 Portas Recipiente para guardar gelo Rodízios Separador de garrafas Sistema de refrigeração Frost Free Tipo de degelo automático Prateleiras de vidro temperado Prateleiras na porta Prateleiras reguláveis Dimensões: Altura: 189 cm Largura: 70 cm Profundidade: 73,2 cm Peso: 73 kg Garantia do fornecedor de 12 meses.",7896584097887,Geladeira Electrolux Frost Free TF56 474L,https://www.americanas.com.br/produto/2680696194,geladeira electrolux frost free tf56 474l,americanas,"O novo refrigerador Top Freezer Midea possui uma plataforma moderna, que garante mais capacidade interna, além de ser super econômico. Com gavetas com controle de umidade, ideal para frutas, verduras e legumes, seus alimentos permanecem sempre frescos. O Top freezer Midea possui desodorizador, painel touch, compartimento extra frio e trava de segurança para crianças. temporariamente não estamos faturando para cnpj, desculpe O transtorno. Em breve retornaremos.",7908198000709,Refrigerador Midea Top Mount Freezer 480L 127V,https://www.americanas.com.br/produto/2522755056,refrigerador midea top mount freezer 480l 127v,americanas,0
"O novo refrigerador side by side Midea vai te surpreender! Ele conta com freezer de alta capacidade de 184 l, com 2 gavetas,3 prateleiras na porta e 3 prateleiras internas. Super econômico, possui gaveta dupla de frutas e legumes que permite melhor organização dos alimentos, painel touch que facilita o manuseio, prateleiras de vidro para maior estabilidade para latas e garrafas e ice twister, pelo fácil em apenas um toque.Características: Linha: Side By Side Material Geral: Plástico, Metal Painel: Touch Quantidade de Gavetas:2.0 Quantidade de Prateleiras:4.0 Modelo: md RS587FGA041 Consumo Aproximado de Energia:55 kw h Eficiência Energética: Classe a Potência:240.0 Capacidade do Refrigerador: 344 Litros Degelo: Automático Sistema de Refrigeração: Frost Free Material: Metal, Plástico e vidroItens Inclusos: 1 Refrigerador 1 manualDimensões: Altura: 176,5 cm Largura: 89,5 cm Profundidade: 76,5 cm Peso: 90 kgGarantia do Fornecedor 12 Meses",7908198000839,Refrigerador MD-RS587FGA041 Side by Side 528L RS5871 Midea,https://www.americanas.com.br/produto/4884349231,refrigerador md-rs587fga041 side by side 528l rs5871 midea,americanas,"Características do Produto Tipo: Expositor de Bebidas Controlador de Temperatura: Mecânico, Regulável(0°C a 5°C) Iluminação Interna: LED Branco Porta: Vidro Duplo (LOW-E) Aquecimento da Porta: Não Puxador da Porta: Plástico Abertura da Porta: Esquerda para Direita Trava de Abastecimento: Não Degelo: Natural Dreno: Traseiro Recipiente de Degelo: Sim Prateleiras: 4 Reguláveis Evaporador: Ar Forçado Sistema de Refrigeração: Compressor Gás Refrigerante: R134a Pés: Reguláveis Gabinete Interno: PSAI Gabinete Externo: Aço Revestido com Pintura Eletrostática Capacidade de Armazenamento: Lata 350ml: 302 / 473ml: 224 / Garrafa 600ml: 84 / 1L: 60 / 2L: 34 Marca: Venax Especificações Técnicas Tensão: 127 ou 220V – Não é Bivolt (selecione na hora compra) Frequência: 60Hz Isolamento Térmico: Poliuretano Etiquetas: Inmetro Garantia: 1 Ano Potência: 260W Volume Líquido: 300L",7898456262850,EXPOSITORA DE BEBIDAS VV 300L BRANCO 127 V,https://www.amazon.com.br/Expositora-Bebidas-300-Litros-Branca/dp/B077BWFV3W,expositora de bebidas vv 300l branco 127 v,amazon,0
"O Frigobar Midea tem o tamanho certo para a sua necessidade. Com 71 litros de capacidade, serve para armazenar bebidas e alimentos. Comporta até garrafas de 2 litros, além de contar com compartimento especial para latas. Use o compartimento extra frio para gelar rapidamente as suas bebidas. Conta com prateleiras de vidro, mais elegantes e resistentes. Na hora de ajustar a temperatura, aproveite a facilidade do termostato interno. Acompanha porta ovos e bandeja de gelo. Com Selo Procel A de eficiência no consumo de energia, é um aparelho bastante econômico e robusto. Utiliza sistema de refrigeração por compressor, com gás refrigerante livre de cfc, composto químico responsável por danos à Camada de Ozônio. é tanta vantagem que a Midea garante 10 anos de garantia no compressor do seu frigobar!",7908198000150,Frigobar Midea 71 Litros Branco MRC08B1 110v 110v,https://www.americanas.com.br/produto/2611763074,frigobar midea 71 litros branco mrc08b1 110v 110v,americanas,"Esse lindo Refrigerador Cycle Defrost Inox, torna sua cozinha funcional e elegante. Prático e moderno possui selo procel, ou seja, é mais econômico, colabora com o meio ambiente e com o seu bolso. Além disso, você desfruta de diversas funções inteligentes que otimizam seu tempo apertado e corrido.Mais praticidade e rapidez no dia-a-dia. Com um belo design Integrado, o puxador é embutido com a porta do refrigerador, tornando-o mais moderno, discreto e funcional e liberando mais espaço na cozinha. É um refrigerador que combina o melhor no mercado com a sofisticação que tanto sonhou! Design e praticidade Prateleiras de vidro temperado unem design e praticidade. Além de organizar os alimentos de forma prática, também são resistentes e fáceis de limpar. Formas de gelo suspensas Duas formas, suspensas no freezer, tornam a produção de gelo mais simples e rápida. A localização das formas evita respingos de outros alimentos no gelo. Multi Flow SystemA tecnologia Multi Flow System otimiza a circulação do ar frio do refrigerador, facilitando a conservação dos alimentos e os mantendo sempre frescos. Consumidor, este produto possui dispositivo que acumula água de degelo. Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor. Imagem meramente ilustrativa Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.",7896584063448,Geladeira / Refrigerador Electrolux DC51X Cycle Defrost - 475 Litros - Inox 110V,https://www.americanas.com.br/produto/118075622,geladeira / refrigerador electrolux dc51x cycle defrost - 475 litros - inox 110v,americanas,0
"Descrição Geral - A Geladeira Frost Free Duplex Branca 472 Litros TC56 possui alta capacidade e prateleiras reversíveis, tanto no freezer quanto no refrigerador, que permitem que você tenha muito espaço para armazenar e organizar os alimentos da forma que quiser. - Seu super freezer robusto e flexível de 126 litros, acomoda qualquer tipo de alimento e embalagem, sem complicação. - Possui um design único, na cor branca com puxador ergonômico e embutido, a Geladeira TC56 super fácil de limpar. - Possui um compartimento fechado no freezer, que possibilita o congelamento mais rápido dos alimentos. - Além disso, a Geladeira TC56 possui um espaço extra frio reversível no refrigerador, ideal para alimentos frescos que necessitam maior refrigeração e cuidado. - Para garantir uma alimentação saudável, você ainda conta com o Gavetão de frutas, legumes e vegetais que facilita a organização e a visualização dos alimentos. - Super Freezer Robusto e Flexível: Com 126 litros o freezer tem espaço de sobra para armazenar alimentos e diversos tipos de embalagem sem passar aperto. - Design Único: design moderno que combina com a sua cozinha e ainda conta com puxador ergonômico e integrado. - Espaço Freezer Reversível: Compartimento fechado para congelar rapidamente os alimentos e diversos tipos de embalagens. Para maior aproveitamento do compartimento você pode reverter a prateleira conforme a sua necessidade. Características - Cesta porta ovos - Compartimento congelamento rápido - Compartimento extra frio - Degelo automático - Iluminação interna - Pés niveladores - Prateleiras de vidro temperado - Prateleiras na porta - Prateleiras reguláveis - Recipiente para guardar gelo - Rodízios - Prateleiras no freezer - Classificação energética A Dimensões e Peso - Altura: 191,5cm - Largura: 70,3cm - Profundidade: 73,6 cm - Peso: 66,5kg Garantia - 01 ano Importante - As Imagens são meramente ilustrativas. Os demais itens e objetos de decoração não acompanham o produto. - Confira as dimensões deste produto e certifique-se de que passará normalmente por elevadores, portas, escadas e/ou corredores de sua moradia. Bem como sua acomodação. - Em caso de divergência, o preço válido é o do Carrinho de Compras. - Ofertas e condições válidas somente para compras via Internet.",7909569003022,Refrigerador Frost Free Duplex Branca 472 Litros (TC56) - Continental,https://www.americanas.com.br/produto/1511774868,refrigerador frost free duplex branca 472 litros (tc56) - continental,americanas,"Da Venax, o Frigobar é apropriado para guardar de diversos tipos de alimentos de forma prática e o melhor, ocupando pouco espaço. São 82 litros de capacidade distribuídos em congelador, prateleiras reguláveis, forma para gelo, termostato para a seleção da temperatura sem o risco de resfriamento excessivo, luz interna e compartimentos adequados ao armazenamento de ovos, latas, verduras, frutas, garrafas e petiscos. Com design clássico, ele se harmoniza perfeitamente com qualquer tipo de ambiente seja na sua casa de campo, praia ou no conforto do seu quarto, ele atenderá as necessidades do seu dia a dia. O puxador mais largo na porta facilita a abertura e fechamento sem que suas mãos escorreguem e também garantindo mais comodidade. O espaço interno privilegiado faz do NGV 10 uma excelente opção também para pessoas que moram sozinhas e desejam um refrigerador pequeno no tamanho e grande em capacidade! Disponível na versão 110V ou 220V (não é bivolt). Imagens Meramente Ilustrativas. Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor. Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.",7899552101371,Frigobar Venax NGV 10 - 82 Litros - Azul 110V,https://www.americanas.com.br/produto/115147125,frigobar venax ngv 10 - 82 litros - azul 110v,americanas,0
Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor. Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades. Imagens Meramente Ilustrativas.,7896067226940,Geladeira Panasonic Frost Free 483L NR-BT55PV2X Aço Escovado - 110v,https://www.americanas.com.br/produto/2134990564,geladeira panasonic frost free 483l nr-bt55pv2x aço escovado - 110v,americanas,"Frigobar Compacto Preto Philco Porta Reversível PFG50P 47 Litros é compacto e tem capacidade de 47 litros. Você pode organizar o que precisa, as prateleiras são removíveis e o compartimento extra frio ajuda a conservar os congelados. Para servir em qualquer lugar ele tem porta reversível, mais praticidade para você Altura 51,20cm Largura 43,70cm Profundidade 47,00cm Peso 14,80kg Características Capacidade (l) 47 Garantia (Dias) 360 Estado Novo Marca Philco",7891356092695,Frigobar Compacto Preto Philco Porta Reversível Pfg50P 47 L,https://www.americanas.com.br/produto/4968903594,frigobar compacto preto philco porta reversível pfg50p 47 l,americanas,0
"O Frigobar 71L Midea é ideal para áreas de lazer, hotéis e restaurantes de todos os portes, aumentando a praticidade para refrigeração em locais com menos espaço. Os frigobares da Midea são resistentes, além de apresentarem um design elegante. Dentre os benefícios, os frigobares contam com compartimento extra frio e prateleiras de vidro.",7908198000150,Frigobar Midea MRC08B 71L Branco,https://www.americanas.com.br/produto/4375152924,frigobar midea mrc08b 71l branco,americanas,"Esse lindo Refrigerador Cycle Branco, torna sua cozinha funcional e elegante. Prático e moderno possui selo procel, ou seja, é mais econômico, colabora com o meio ambiente e com o seu bolso, o freezer possui a função Defrost que descongela automáticamente sem que seja necessário desliga-lo e fazer bagunça. Além disso, você desfruta de diversas funções inteligentes que otimizam seu tempo apertado e corrido. Mais praticidade e rapidez no dia-a-dia. Com um belo design Integrado, o puxador é embutido com a porta do refrigerador, tornando-o mais moderno, discreto e funcional e liberando mais espaço na cozinha. Tecnologia, conforto e qualidade do começo ao fim! Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades. Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor. Imagens meramente ilustrativas.",7896584056549,Geladeira/Refrigerador Electrolux DC35A Branca 260L Cycle Defrost - 110v,https://www.americanas.com.br/produto/111957454,geladeira/refrigerador electrolux dc35a branca 260l cycle defrost - 110v,americanas,0
